number,Plate,row,col,Casa,Data,Coll,Especies,Numero,Amostra,abdomen,Resultado
948,13,d,11,222,18/09/2009,l,funestus,10,1,unfed,3
949,13,e,11,222,26/07/2009,l,funestus,10,1,unfed,0
949,13,e,11,222,#NUM!,l,funestus,10,1,unfed,0
950,13,f,11,222,26/07/2009,l,funestus,10,1,unfed,0
950,13,f,11,222,#NUM!,l,funestus,6,1,unfed,0
951,13,g,11,222,31/08/2009,l,funestus,10,1,unfed,0
952,13,h,11,222,#NUM!,l,funestus,10,1,unfed,3
953,13,a,12,3279,14/12/2005,l,funestus,1,1,unfed,0
953,13,a,12,10,08/06/2009,s,funestus,10,1,unfed,0
954,13,b,12,3279,14/12/2005,l,funestus,1,1,unfed,0
954,13,b,12,10,#NUM!,s,funestus,6,1,unfed,0
955,13,c,12,222,10/01/2009,l,funestus,10,1,unfed,0
956,13,d,12,83,29/07/2009,l,funestus,10,1,unfed,0
956,13,d,12,222,#NUM!,l,funestus,7,1,unfed,0
957,13,e,12,84,28/07/2009,l,funestus,10,1,unfed,0
957,13,e,12,222,15/09/2009,l,funestus,10,1,unfed,0
958,13,f,12,84,28/07/2009,l,funestus,10,1,unfed,0
958,13,f,12,222,#NUM!,l,funestus,10,1,unfed,0
959,13,g,12,84,28/07/2009,l,funestus,10,1,unfed,0
959,13,g,12,222,#NUM!,l,funestus,10,1,unfed,3
960,13,h,12,84,28/07/2009,l,funestus,10,1,unfed,0
960,13,h,12,222,#NUM!,l,funestus,5,1,unfed,0
1446,14,f,1,ct4,17/12/2001,l,funestus,10,1,unfed,1
1446,14,f,1,222,20/04/2009,t,funestus,10,1,unfed,3
1447,14,g,1,3279,30/05/2005,l,gambiae,10,1,unfed,0
1447,14,g,1,222,09/03/2009,l,funestus,8,1,unfed,0
1448,14,h,1,222,25/10/2009,l,funestus,10,1,unfed,0
1449,14,a,2,ricardina ,03/06/2007,l,funestus,10,1,unfed,0
1449,14,a,2,222,25/10/2009,l,funestus,6,1,unfed,0
1450,14,b,2,420,10/03/2003,l,funestus,10,1,unfed,0
1450,14,b,2,ct4,19/12/2001,l,funestus,10,1,unfed,0
1451,14,c,2,420,10/03/2003,l,funestus,10,1,unfed,0
1451,14,c,2,ct4,19/12/2001,l,funestus,10,1,unfed,2
1452,14,d,2,420,10/03/2003,l,funestus,10,1,unfed,0
1452,14,d,2,ct4,19/12/2001,l,funestus,10,1,unfed,0
1453,14,e,2,420,10/03/2003,l,funestus,10,1,unfed,0
1453,14,e,2,ct4,19/12/2001,l,funestus,10,1,unfed,3
1454,14,f,2,420,10/03/2003,l,funestus,10,1,unfed,0
1454,14,f,2,ct4,19/12/2001,l,funestus,10,1,unfed,3
1455,14,g,2,222,14/12/2005,l,funestus,1,1,unfed,0
1455,14,g,2,411,19/02/2002,t,funestus,10,1,unfed,0
1456,14,h,2,222,14/12/2005,l,funestus,1,1,unfed,1
1456,14,h,2,411,19/02/2002,t,funestus,10,1,unfed,0
1457,14,a,3,222,14/12/2005,l,funestus,1,1,unfed,0
1457,14,a,3,411,19/02/2002,t,funestus,10,1,unfed,0
1458,14,b,3,222,14/12/2005,l,funestus,5,1,unfed,0
1458,14,b,3,411,19/02/2002,t,funestus,10,1,unfed,0
1459,14,c,3,3279,14/12/2005,l,funestus,5,1,unfed,0
1459,14,c,3,411,19/02/2002,t,funestus,10,1,unfed,0
1460,14,d,3,3279,14/12/2005,l,funestus,5,1,unfed,0
1460,14,d,3,411,19/02/2002,t,funestus,10,1,unfed,0
1461,14,e,3,1415,14/12/2005,l,funestus,1,1,unfed,0
1461,14,e,3,411,19/02/2002,t,funestus,10,1,unfed,0
1462,14,f,3,1415,14/12/2005,l,funestus,1,1,unfed,0
1462,14,f,3,411,19/02/2002,t,funestus,10,1,unfed,0
1463,14,g,3,1415,14/12/2005,l,funestus,1,1,unfed,0
1463,14,g,3,411,19/02/2002,t,funestus,10,1,unfed,0
1464,14,h,3,1415,14/12/2005,l,funestus,5,1,unfed,0
1464,14,h,3,411,19/02/2002,t,funestus,10,1,unfed,0
1465,14,a,4,425,12/12/2001,l,funestus,10,1,unfed,0
1466,14,b,4,425,12/12/2001,l,funestus,10,1,unfed,0
1467,14,c,4,425,12/12/2001,l,funestus,10,1,unfed,3
1468,14,d,4,425,12/12/2001,l,funestus,10,1,unfed,0
1469,14,e,4,425,12/12/2001,l,funestus,10,1,unfed,0
1471,14,g,4,1149,14/02/2002,l,gambiae,10,1,unfed,0
1472,14,h,4,1149,14/02/2002,l,gambiae,6,1,unfed,0
1473,14,a,5,1149,14/02/2002,l,funestus,10,1,unfed,0
1474,14,b,5,35,26/03/2003,l,gambiae,10,1,unfed,0
1474,14,b,5,1149,14/02/2002,l,funestus,10,1,unfed,0
1475,14,c,5,35,26/03/2003,l,gambiae,10,1,unfed,1
1475,14,c,5,1149,14/02/2002,l,funestus,10,1,unfed,3
1476,14,d,5,35,26/03/2003,l,gambiae,10,1,unfed,3
1476,14,d,5,1149,14/02/2002,l,funestus,10,1,unfed,0
1477,14,e,5,35,26/03/2003,l,gambiae,10,1,unfed,0
1477,14,e,5,1149,14/02/2002,l,funestus,10,1,unfed,0
1478,14,f,5,7,26/03/2003,l,gambiae,10,1,unfed,0
1478,14,f,5,1149,14/02/2002,l,funestus,10,1,unfed,3
1479,14,g,5,1149,14/02/2002,l,funestus,10,1,unfed,0
1480,14,h,5,1149,14/02/2002,l,funestus,10,1,unfed,0
1481,14,a,6,743,13/02/2002,t,funestus,7,1,unfed,0
1482,14,b,6,458,20/02/2002,l,gambiae,10,1,unfed,0
1483,14,c,6,35,27/03/2003,l,funestus,10,1,unfed,3
1483,14,c,6,ct4,02/06/2002,l,funestus,10,1,unfed,0
1484,14,d,6,35,27/03/2003,l,funestus,10,1,unfed,0
1484,14,d,6,ct4,02/06/2002,l,funestus,10,1,unfed,0
1485,14,e,6,705,27/03/2003,l,funestus,10,1,unfed,0
1485,14,e,6,ct4,02/06/2002,l,funestus,10,1,unfed,0
1486,14,f,6,35,27/03/2003,l,funestus,10,1,unfed,0
1486,14,f,6,ct4,02/06/2002,l,funestus,10,1,unfed,0
1487,14,g,6,35,27/03/2003,l,funestus,10,1,unfed,3
1487,14,g,6,ct4,02/06/2002,l,funestus,10,1,unfed,0
1488,14,h,6,ct4,02/06/2002,l,funestus,10,1,unfed,0
1489,14,a,7,1542,27/03/2006,l,gambiae,10,1,unfed,0
1489,14,a,7,ct4,02/06/2002,l,funestus,10,1,unfed,3
1490,14,b,7,1542,27/03/2006,l,gambiae,10,1,unfed,0
1490,14,b,7,ct4,02/06/2002,l,funestus,10,1,unfed,0
1491,14,c,7,38,13/02/2002,t,funestus,10,1,unfed,0
1492,14,d,7,38,13/02/2002,t,funestus,10,1,unfed,0
1493,14,e,7,38,13/02/2002,t,funestus,10,1,unfed,0
1494,14,f,7,38,13/02/2002,t,funestus,10,1,unfed,0
1495,14,g,7,38,13/02/2002,t,funestus,10,1,unfed,0
1496,14,h,7,38,13/02/2002,t,funestus,10,1,unfed,0
1497,14,a,8,146,14/02/2002,l,gambiae,10,1,unfed,0
1498,14,b,8,146,14/02/2002,l,gambiae,10,1,unfed,0
1499,14,c,8,146,14/02/2002,l,gambiae,10,1,unfed,1
1500,14,d,8,146,14/02/2002,l,gambiae,10,1,unfed,0
1501,14,e,8,146,14/02/2002,l,gambiae,10,1,unfed,0
1502,14,f,8,3279,28/03/2005,l,gambiae,10,1,unfed,0
1502,14,f,8,146,14/02/2002,l,funestus,10,1,unfed,0
1503,14,g,8,3279,28/03/2005,l,gambiae,10,1,unfed,0
1503,14,g,8,146,14/02/2002,l,funestus,10,1,unfed,0
1504,14,h,8,3279,28/03/2005,l,gambiae,10,1,unfed,0
1504,14,h,8,146,14/02/2002,l,funestus,10,1,unfed,0
1505,14,a,9,146,14/02/2002,l,funestus,10,1,unfed,3
1506,14,b,9,146,14/02/2002,l,funestus,10,1,unfed,1
1507,14,c,9,146,14/02/2002,l,funestus,10,1,unfed,1
1508,14,d,9,146,14/02/2002,l,funestus,10,1,unfed,0
1509,14,e,9,146,14/02/2002,l,funestus,10,1,unfed,0
1510,14,f,9,146,14/02/2002,l,funestus,10,1,unfed,0
1511,14,g,9,146,14/02/2002,l,funestus,10,1,unfed,0
1512,14,h,9,146,14/02/2002,l,funestus,10,1,unfed,0
1513,14,a,10,12,14/12/2006,l,funestus,10,1,unfed,1
1513,14,a,10,1122,19/02/2002,t,funestus,10,1,unfed,3
1514,14,b,10,3234,14/12/2006,l,funestus,10,1,unfed,1
1514,14,b,10,1122,19/02/2002,t,funestus,10,1,unfed,0
1515,14,c,10,1122,19/02/2002,t,funestus,10,1,unfed,0
1516,14,d,10,1122,19/02/2002,t,funestus,8,1,unfed,0
1517,14,e,10,11,15/02/2002,t,gambiae,10,1,unfed,3
1518,14,f,10,11,15/02/2002,t,gambiae,10,1,unfed,0
1519,14,g,10,21,20/02/2002,t,gambiae,10,1,unfed,0
1520,14,h,10,21,20/02/2002,l,funestus,10,1,unfed,0
1521,14,a,11,1542,31/03/2006,l,gambiae,10,1,unfed,0
1521,14,a,11,21,20/02/2002,l,funestus,10,1,unfed,0
1522,14,b,11,1542,31/03/2006,l,gambiae,7,1,unfed,0
1522,14,b,11,21,20/02/2002,l,funestus,10,1,unfed,0
1523,14,c,11,21,20/02/2002,l,funestus,10,1,unfed,0
1524,14,d,11,21,20/02/2002,l,funestus,10,1,unfed,0
1525,14,e,11,21,20/02/2002,l,funestus,10,1,unfed,0
1526,14,f,11,21,20/02/2002,l,funestus,10,1,unfed,2
1527,14,g,11,21,20/02/2002,l,funestus,10,1,unfed,3
1528,14,h,11,1065,02/12/2002,t,funestus,10,1,unfed,0
1529,14,a,12,1065,02/12/2002,t,funestus,10,1,unfed,0
1530,14,b,12,1065,02/12/2002,t,funestus,10,1,unfed,0
1531,14,c,12,1096,23/01/2002,l,funestus,10,1,unfed,0
1532,14,d,12,1096,23/01/2002,l,funestus,10,1,unfed,0
1533,14,e,12,38,13/02/2002,l,gambiae,10,1,unfed,0
1534,14,f,12,38,13/02/2002,l,gambiae,10,1,unfed,3
1536,14,h,12,ct1,27/12/2001,l,funestus,10,1,unfed,0
1350,15,f,1,411,19/02/2002,t,gambiae,10,1,unfed,0
1351,15,g,1,411,19/02/2002,t,gambiae,10,1,unfed,2
1352,15,h,1,411,19/02/2002,t,gambiae,10,1,unfed,2
1353,15,a,2,411,19/02/2002,t,gambiae,10,1,unfed,0
1354,15,b,2,411,19/02/2002,t,gambiae,10,1,unfed,0
1355,15,c,2,35,22/03/2003,l,funestus,10,1,unfed,3
1356,15,d,2,3279,22/03/2005,l,gambiae,10,1,unfed,0
1357,15,e,2,3279,22/03/2005,l,gambiae,10,1,unfed,0
1357,15,e,2,1065,02/12/2002,l,funestus,10,1,unfed,0
1358,15,f,2,3279,22/03/2005,l,gambiae,10,1,unfed,0
1358,15,f,2,1065,02/12/2002,l,funestus,10,1,unfed,0
1359,15,g,2,1065,02/12/2002,l,funestus,10,1,unfed,0
1360,15,h,2,1065,02/12/2002,l,funestus,10,1,unfed,0
1361,15,a,3,35,23/03/2003,l,funestus,10,1,unfed,0
1361,15,a,3,1065,02/12/2002,l,funestus,10,1,unfed,0
1362,15,b,3,35,23/03/2003,l,funestus,10,1,unfed,3
1362,15,b,3,1065,02/12/2002,l,funestus,10,1,unfed,0
1363,15,c,3,35,23/03/2003,l,funestus,10,1,unfed,0
1363,15,c,3,1065,02/12/2002,l,funestus,10,1,unfed,3
1364,15,d,3,35,23/03/2003,l,funestus,10,1,unfed,0
1364,15,d,3,1065,02/12/2002,l,funestus,10,1,unfed,0
1365,15,e,3,35,23/03/2003,l,funestus,10,1,unfed,3
1365,15,e,3,1065,02/12/2002,l,funestus,10,1,unfed,0
1366,15,f,3,35,23/03/2003,l,funestus,10,1,unfed,3
1366,15,f,3,1065,02/12/2002,l,funestus,10,1,unfed,0
1367,15,g,3,ct4,23/01/2002,l,gambiae,7,1,unfed,0
1368,15,h,3,ct4,23/01/2002,l,funestus,10,1,unfed,3
1369,15,a,4,ct4,23/01/2002,l,funestus,10,1,unfed,3
1370,15,b,4,ct4,23/01/2002,l,funestus,10,1,unfed,0
1371,15,c,4,ct4,23/01/2002,l,funestus,10,1,unfed,0
1372,15,d,4,ct4,23/01/2002,l,funestus,10,1,unfed,0
1373,15,e,4,ct4,23/01/2002,l,funestus,10,1,unfed,0
1374,15,f,4,ct4,23/01/2002,l,funestus,10,1,unfed,3
1375,15,g,4,1542,24/03/2006,l,gambiae,10,1,unfed,0
1375,15,g,4,33,02/07/2002,l,funestus,10,1,unfed,3
1376,15,h,4,1542,24/03/2006,t,gambiae,10,1,unfed,0
1376,15,h,4,33,02/07/2002,l,funestus,10,1,unfed,0
1377,15,a,5,35,25/03/2003,l,funestus,10,1,unfed,3
1377,15,a,5,33,02/07/2002,l,funestus,10,1,unfed,0
1378,15,b,5,35,25/03/2003,l,funestus,10,1,unfed,3
1378,15,b,5,33,02/07/2002,l,funestus,10,1,unfed,0
1379,15,c,5,35,25/03/2003,l,funestus,10,1,unfed,3
1379,15,c,5,33,02/07/2002,l,funestus,10,1,unfed,0
1380,15,d,5,35,25/03/2003,l,funestus,10,1,unfed,3
1380,15,d,5,33,02/07/2002,l,funestus,10,1,unfed,0
1381,15,e,5,35,25/03/2003,l,funestus,10,1,unfed,3
1381,15,e,5,33,02/07/2002,l,funestus,10,1,unfed,0
1382,15,f,5,35,25/03/2003,l,funestus,10,1,unfed,0
1382,15,f,5,33,02/07/2002,l,funestus,10,1,unfed,0
1383,15,g,5,35,25/03/2003,l,funestus,10,1,unfed,0
1384,15,h,5,3019,25/03/2004,l,gambiae,6,1,unfed,0
1386,15,b,6,23,26/03/2007,l,funestus,10,1,unfed,2
1386,15,b,6,ct4,02/04/2002,l,funestus,10,1,unfed,0
1387,15,c,6,ct4,02/04/2002,l,funestus,10,1,unfed,2
1388,15,d,6,ct4,02/04/2002,l,funestus,10,1,unfed,0
1389,15,e,6,ct4,02/04/2002,l,funestus,10,1,unfed,0
1390,15,f,6,ct4,02/04/2002,l,funestus,10,1,unfed,1
1391,15,g,6,ct4,02/04/2002,l,funestus,10,1,unfed,0
1392,15,h,6,419,19/02/2002,l,gambiae,10,1,unfed,2
1393,15,a,7,419,19/02/2002,l,gambiae,10,1,unfed,0
1394,15,b,7,419,19/02/2002,l,gambiae,9,1,unfed,0
1395,15,c,7,1120,18/02/2002,l,gambiae,10,1,unfed,0
1396,15,d,7,1120,18/02/2002,l,gambiae,10,1,unfed,0
1397,15,e,7,1120,18/02/2002,l,gambiae,10,1,unfed,0
1398,15,f,7,1120,18/02/2002,l,gambiae,10,1,unfed,0
1399,15,g,7,1120,18/02/2002,l,gambiae,10,1,unfed,0
1400,15,h,7,1120,18/02/2002,l,gambiae,10,1,unfed,0
1401,15,a,8,1120,18/02/2002,l,gambiae,10,1,unfed,0
1402,15,b,8,408,07/01/2003,l,gambiae,10,1,unfed,2
1402,15,b,8,1120,18/02/2002,l,gambiae,10,1,unfed,0
1403,15,c,8,408,07/01/2003,l,gambiae,10,1,unfed,1
1403,15,c,8,1120,18/02/2002,l,gambiae,10,1,unfed,0
1404,15,d,8,1070,23/01/2002,l,gambiae,10,1,unfed,0
1405,15,e,8,1070,23/01/2002,l,gambiae,10,1,unfed,0
1406,15,f,8,1070,23/01/2002,l,gambiae,10,1,unfed,0
1407,15,g,8,1070,23/01/2002,l,gambiae,10,1,unfed,0
1408,15,h,8,1070,23/01/2002,l,gambiae,7,1,unfed,0
1409,15,a,9,1070,23/01/2002,l,gambiae,10,1,unfed,0
1410,15,b,9,1070,23/01/2002,l,gambiae,10,1,unfed,0
1411,15,c,9,1070,23/01/2002,l,gambiae,10,1,unfed,0
1412,15,d,9,1070,23/01/2002,l,gambiae,10,1,unfed,0
1413,15,e,9,1070,23/01/2002,l,gambiae,10,1,unfed,0
1414,15,f,9,1070,23/01/2002,l,gambiae,10,1,unfed,0
1415,15,g,9,1070,23/01/2002,l,gambiae,10,1,unfed,0
1417,15,a,10,405,28/01/2002,l,funestus,10,1,unfed,0
1418,15,b,10,1542,30/03/2005,l,gambiae,10,1,unfed,0
1418,15,b,10,405,28/01/2002,l,funestus,10,1,unfed,0
1419,15,c,10,1542,30/03/2005,l,gambiae,10,1,unfed,0
1419,15,c,10,405,28/01/2002,l,funestus,10,1,unfed,0
1420,15,d,10,1542,30/03/2005,l,gambiae,10,1,unfed,0
1420,15,d,10,405,28/01/2002,l,funestus,7,1,unfed,0
1421,15,e,10,n/nr,02/07/2002,t,funestus,10,1,unfed,0
1422,15,f,10,3273,14/12/2006,l,gambiae,10,1,unfed,1
1422,15,f,10,n/nr,02/07/2002,t,funestus,10,1,unfed,0
1423,15,g,10,12,14/12/2006,l,funestus,10,1,unfed,0
1423,15,g,10,n/nr,02/07/2002,t,funestus,10,1,unfed,0
1424,15,h,10,3236,08/01/2007,l,funestus,10,1,unfed,0
1424,15,h,10,411,18/02/2002,l,gambiae,10,1,unfed,0
1425,15,a,11,1133,15/02/2002,l,funestus,10,1,unfed,0
1426,15,b,11,ct3,02/08/2002,l,funestus,10,1,unfed,0
1427,15,c,11,ct3,02/08/2002,l,funestus,10,1,unfed,0
1428,15,d,11,ct3,02/08/2002,l,funestus,10,1,unfed,0
1429,15,e,11,ct3,02/08/2002,l,funestus,10,1,unfed,0
1430,15,f,11,ct3,02/08/2002,l,funestus,10,1,unfed,0
1431,15,g,11,1542,31/03/2005,l,gambiae,10,1,unfed,0
1431,15,g,11,ct3,02/08/2002,l,funestus,10,1,unfed,0
1432,15,h,11,1542,31/03/2005,l,gambiae,10,1,unfed,0
1432,15,h,11,ct3,02/08/2002,l,funestus,10,1,unfed,0
1433,15,a,12,21,02/11/2002,l,gambiae,10,1,unfed,0
1434,15,b,12,21,02/11/2002,l,gambiae,9,1,unfed,0
1435,15,c,12,21,02/11/2002,l,funestus,10,1,unfed,0
1436,15,d,12,21,02/11/2002,l,funestus,10,1,unfed,0
1437,15,e,12,21,02/11/2002,l,funestus,10,1,unfed,0
1438,15,f,12,21,02/11/2002,l,funestus,10,1,unfed,0
1439,15,g,12,21,02/11/2002,l,funestus,10,1,unfed,0
1440,15,h,12,21,02/11/2002,l,funestus,10,1,unfed,0
1254,16,f,1,222,14/12/2005,l,funestus,5,1,unfed,0
1254,16,f,1,20,27/01/2002,t,funestus,10,1,unfed,0
1255,16,g,1,3279,14/12/2005,l,funestus,10,1,unfed,0
1255,16,g,1,20,27/01/2002,t,funestus,10,1,unfed,0
1256,16,h,1,222,14/12/2005,l,funestus,1,1,unfed,0
1256,16,h,1,20,27/01/2002,t,funestus,8,1,unfed,3
1257,16,a,2,1120,18/02/2002,l,funestus,10,1,unfed,0
1258,16,b,2,1120,18/02/2002,l,funestus,10,1,unfed,0
1259,16,c,2,1120,18/02/2002,l,funestus,10,1,unfed,3
1260,16,d,2,1120,18/02/2002,l,funestus,10,1,unfed,0
1261,16,e,2,1542,22/03/2006,l,gambiae,10,1,unfed,3
1261,16,e,2,1120,18/02/2002,l,funestus,10,1,unfed,2
1262,16,f,2,1542,22/03/2006,l,gambiae,7,1,unfed,3
1262,16,f,2,1120,18/02/2002,l,funestus,10,1,unfed,2
1263,16,g,2,1542,22/03/2006,t,gambiae,9,1,unfed,0
1263,16,g,2,1120,18/02/2002,l,funestus,10,1,unfed,0
1264,16,h,2,ct1,02/08/2002,l,funestus,10,1,unfed,2
1265,16,a,3,ct1,02/08/2002,l,funestus,10,1,unfed,0
1266,16,b,3,35,23/03/2003,l,gambiae,10,1,unfed,3
1266,16,b,3,ct1,02/08/2002,l,funestus,10,1,unfed,0
1267,16,c,3,35,23/03/2003,l,gambiae,10,1,unfed,1
1267,16,c,3,ct1,02/08/2002,l,funestus,10,1,unfed,0
1268,16,d,3,35,23/03/2003,l,gambiae,10,1,unfed,1
1268,16,d,3,ct1,02/08/2002,l,funestus,10,1,unfed,0
1269,16,e,3,ct1,02/08/2002,l,funestus,10,1,unfed,0
1270,16,f,3,35,23/03/2003,l,funestus,10,1,unfed,3
1270,16,f,3,ct1,02/08/2002,l,funestus,10,1,unfed,0
1271,16,g,3,35,23/03/2003,l,funestus,10,1,unfed,3
1271,16,g,3,ct1,02/08/2002,l,funestus,10,1,unfed,2
1272,16,h,3,35,23/03/2003,l,funestus,10,1,unfed,3
1272,16,h,3,ct1,02/08/2002,l,funestus,10,1,unfed,0
1273,16,a,4,ct1,02/08/2002,l,funestus,10,1,unfed,0
1274,16,b,4,ct1,02/08/2002,l,funestus,10,1,unfed,3
1275,16,c,4,11,14/02/2002,t,gambiae,10,1,unfed,0
1276,16,d,4,11,14/02/2002,t,gambiae,10,1,unfed,3
1277,16,e,4,11,14/02/2002,t,gambiae,10,1,unfed,3
1278,16,f,4,1542,23/03/2006,l,gambiae,7,1,unfed,0
1278,16,f,4,409,21/01/2002,l,funestus,10,1,unfed,0
1279,16,g,4,ct4,24/01/2002,l,funestus,10,1,unfed,0
1280,16,h,4,ct4,24/01/2002,l,funestus,10,1,unfed,1
1281,16,a,5,ct4,24/01/2002,l,funestus,10,1,unfed,1
1282,16,b,5,ct4,24/01/2002,l,funestus,10,1,unfed,0
1283,16,c,5,222,24/03/2007,t,funestus,10,1,unfed,0
1283,16,c,5,ct4,24/01/2002,l,funestus,10,1,unfed,3
1284,16,d,5,222,24/03/2007,t,funestus,8,1,unfed,0
1284,16,d,5,ct4,24/01/2002,l,funestus,8,1,unfed,0
1285,16,e,5,1012,02/04/2002,t,gambiae,10,1,unfed,2
1286,16,f,5,n/nr,22/01/2002,l,funestus,10,1,unfed,0
1287,16,g,5,n/nr,22/01/2002,l,funestus,10,1,unfed,0
1288,16,h,5,1133,15/02/2002,l,gambiae,10,1,unfed,1
1289,16,a,6,1133,15/02/2002,l,gambiae,10,1,unfed,0
1290,16,b,6,1133,15/02/2002,l,gambiae,9,1,unfed,0
1291,16,c,6,121,02/10/2002,l,gambiae,10,1,unfed,3
1292,16,d,6,121,02/10/2002,l,gambiae,10,1,unfed,0
1293,16,e,6,121,02/10/2002,l,gambiae,10,1,unfed,3
1294,16,f,6,121,02/10/2002,l,gambiae,6,1,unfed,0
1296,16,h,6,121,02/10/2002,l,funestus,10,1,unfed,0
1297,16,a,7,1542,27/03/2006,l,gambiae,10,1,unfed,0
1297,16,a,7,121,02/10/2002,l,funestus,10,1,unfed,2
1298,16,b,7,1542,27/03/2006,l,gambiae,10,1,unfed,0
1298,16,b,7,121,02/10/2002,l,funestus,10,1,unfed,3
1299,16,c,7,121,02/10/2002,l,funestus,10,1,unfed,0
1300,16,d,7,121,02/10/2002,l,funestus,10,1,unfed,0
1301,16,e,7,121,02/10/2002,l,funestus,10,1,unfed,3
1302,16,f,7,121,02/10/2002,l,funestus,10,1,unfed,0
1303,16,g,7,121,02/10/2002,l,funestus,10,1,unfed,0
1304,16,h,7,121,02/10/2002,l,funestus,10,1,unfed,2
1305,16,a,8,3279,28/03/2005,l,gambiae,10,1,unfed,0
1305,16,a,8,121,02/10/2002,l,funestus,10,1,unfed,1
1306,16,b,8,6,02/07/2002,l,funestus,10,1,unfed,2
1307,16,c,8,6,02/07/2002,l,funestus,10,1,unfed,0
1308,16,d,8,6,02/07/2002,l,funestus,10,1,unfed,0
1309,16,e,8,6,02/07/2002,l,funestus,10,1,unfed,3
1310,16,f,8,6,02/07/2002,l,funestus,10,1,unfed,0
1311,16,g,8,6,02/07/2002,l,funestus,10,1,unfed,0
1312,16,h,8,6,02/07/2002,l,funestus,10,1,unfed,0
1313,16,a,9,6,02/07/2002,l,funestus,10,1,unfed,1
1314,16,b,9,6,02/07/2002,l,funestus,10,1,unfed,0
1315,16,c,9,6,02/07/2002,l,funestus,10,1,unfed,0
1316,16,d,9,1542,08/01/2007,l,gambiae,10,1,unfed,0
1316,16,d,9,1122,19/02/2002,l,gambiae,7,1,unfed,2
1317,16,e,9,1542,08/01/2007,l,gambiae,10,1,unfed,0
1317,16,e,9,1122,19/02/2002,l,gambiae,8,1,unfed,0
1318,16,f,9,1542,28/03/2005,l,gambiae,10,1,unfed,3
1318,16,f,9,ct4,17/01/2002,l,funestus,10,1,unfed,1
1319,16,g,9,ct4,17/01/2002,l,funestus,10,1,unfed,0
1320,16,h,9,ct4,17/01/2002,l,funestus,10,1,unfed,3
1321,16,a,10,1508,30/03/2004,l,gambiae,10,1,unfed,0
1321,16,a,10,ct4,17/01/2002,l,funestus,10,1,unfed,0
1322,16,b,10,1508,30/03/2004,l,gambiae,10,1,unfed,0
1322,16,b,10,ct4,17/01/2002,l,funestus,10,1,unfed,0
1323,16,c,10,ct4,17/01/2002,l,funestus,10,1,unfed,0
1324,16,d,10,12,14/12/2006,l,funestus,10,1,unfed,0
1324,16,d,10,1122,19/02/2002,t,funestus,10,1,unfed,0
1325,16,e,10,12,14/12/2006,l,funestus,10,1,unfed,0
1325,16,e,10,1122,19/02/2002,t,funestus,10,1,unfed,0
1326,16,f,10,39,14/12/2006,l,funestus,10,1,unfed,0
1326,16,f,10,1122,19/02/2002,t,funestus,10,1,unfed,0
1327,16,g,10,34,02/08/2002,l,funestus,10,1,unfed,1
1328,16,h,10,34,02/08/2002,l,funestus,10,1,unfed,0
1329,16,a,11,34,02/08/2002,l,funestus,10,1,unfed,0
1330,16,b,11,34,02/08/2002,l,funestus,10,1,unfed,1
1331,16,c,11,34,02/08/2002,l,funestus,10,1,unfed,3
1334,16,f,11,3232,08/01/2007,l,funestus,10,1,unfed,0
1334,16,f,11,182,02/04/2002,l,gambiae,10,1,unfed,2
1335,16,g,11,3232,08/01/2007,l,funestus,10,1,unfed,0
1335,16,g,11,182,02/04/2002,l,gambiae,10,1,unfed,0
1336,16,h,11,182,02/04/2002,l,funestus,10,1,unfed,0
1337,16,a,12,35,01/04/2003,l,gambiae,10,1,unfed,0
1337,16,a,12,182,02/04/2002,l,funestus,10,1,unfed,0
1338,16,b,12,35,01/04/2003,l,gambiae,10,1,unfed,0
1338,16,b,12,182,02/04/2002,l,funestus,10,1,unfed,0
1339,16,c,12,182,02/04/2002,l,funestus,10,1,unfed,2
1340,16,d,12,182,02/04/2002,l,funestus,10,1,unfed,0
1341,16,e,12,182,02/04/2002,l,funestus,10,1,unfed,0
1342,16,f,12,182,02/04/2002,l,funestus,10,1,unfed,0
1343,16,g,12,182,02/04/2002,l,funestus,10,1,unfed,0
1344,16,h,12,182,02/04/2002,l,funestus,10,1,unfed,0
1158,17,f,1,21,02/12/2002,l,gambiae,9,1,unfed,0
1161,17,a,2,35,22/03/2003,l,gambiae,10,1,unfed,0
1161,17,a,2,21,02/12/2002,l,funestus,10,1,unfed,0
1162,17,b,2,35,22/03/2003,l,gambiae,10,1,unfed,3
1162,17,b,2,21,02/12/2002,l,funestus,10,1,unfed,0
1163,17,c,2,35,22/03/2003,l,gambiae,10,1,unfed,3
1163,17,c,2,21,02/12/2002,l,funestus,10,1,unfed,3
1164,17,d,2,35,22/03/2003,l,gambiae,10,1,unfed,3
1164,17,d,2,21,02/12/2002,l,funestus,10,1,unfed,1
1165,17,e,2,35,22/03/2003,l,funestus,10,1,unfed,3
1165,17,e,2,21,02/12/2002,l,funestus,10,1,unfed,3
1166,17,f,2,35,22/03/2003,l,funestus,10,1,unfed,3
1166,17,f,2,21,02/12/2002,l,funestus,10,1,unfed,0
1167,17,g,2,35,22/03/2003,l,funestus,10,1,unfed,3
1167,17,g,2,21,02/12/2002,l,funestus,10,1,unfed,0
1168,17,h,2,35,22/03/2003,l,funestus,10,1,unfed,0
1168,17,h,2,21,02/12/2002,l,funestus,10,1,unfed,0
1169,17,a,3,35,23/03/2003,l,funestus,10,1,unfed,2
